@id;@type;http://data.doremus.org/ontology#U12_has_genre;http://data.doremus.org/ontology#U16_has_catalogue_statement;http://erlangen-crm.org/current/P102_has_title;http://erlangen-crm.org/current/P3_has_note;http://data.doremus.org/ontology#U40_has_catalogue_name;http://data.doremus.org/ontology#U41_has_catalogue_number;http://erlangen-crm.org/efrbroo/R9_is_realised_in;http://data.doremus.org/ontology#U4_had_princeps_publication;http://erlangen-crm.org/efrbroo/R10_has_member;http://erlangen-crm.org/efrbroo/R40_has_representative_expression;http://data.doremus.org/ontology#U17_has_opus_statement;http://data.doremus.org/ontology#U42_has_opus_number;http://data.doremus.org/ontology#U23_has_casting_detail;http://data.doremus.org/ontology#U2_foresees_use_of_medium_of_performance_of_type;http://erlangen-crm.org/current/P1_is_identified_by;http://erlangen-crm.org/current/P67_refers_to;http://erlangen-crm.org/efrbroo/R19_created_a_realisation_of;http://erlangen-crm.org/efrbroo/R24_created;http://data.doremus.org/ontology#U13_has_casting;http://erlangen-crm.org/efrbroo/R44_carried_out_by;http://erlangen-crm.org/efrbroo/R50_assigned_to;http://erlangen-crm.org/efrbroo/R51_assigned;http://erlangen-crm.org/current/P4_has_time-span;http://erlangen-crm.org/current/P9_consists_of;http://erlangen-crm.org/efrbroo/R17_created;http://erlangen-crm.org/current/P82_at_some_time_within;http://data.doremus.org/ontology#U31_had_function_of_type;http://erlangen-crm.org/current/P14_carried_out_by;http://erlangen-crm.org/current/P165_incorporates;http://erlangen-crm.org/efrbroo/R25_performed;http://data.doremus.org/ontology#U44_has_dedication_statement;http://data.doremus.org/ontology#U10_has_order_number;http://data.doremus.org/ontology#U11_has_key;http://erlangen-crm.org/current/P81_ongoing_throughout;http://data.doremus.org/ontology#U5_had_premiere;http://erlangen-crm.org/efrbroo/R3_is_realised_in;http://data.doremus.org/ontology#U43_has_opus_subnumber 
_:n4c91e587c8804ce4a24a1896dadc47ffb24;['http://data.doremus.org/ontology#M2_Opus_Statement'];;;;[{'@value': 'Op. 14'}];;;;;;;;[{'@value': '14'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/eeaa6c20-5780-35f8-ab69-3efd747e5ee2;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/expression/29a3dca3-8d28-34e8-9441-23950bb8f05c'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/performance/dae8c9c7-acbb-3352-888f-2cec0ccb0952'}];;
http://data.doremus.org/expression/b42fd015-ad5e-3371-a0dc-25cd2e29151e;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/li'}];;[{'@value': 'Der verlorene Haufen'}];"[{'@value': 'Sur un poème de Vikto Klemperer'}, {'@value': 'Fait partie de : ""Zwei Balladen""'}]";;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb145'}];;;;;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb145;['http://data.doremus.org/ontology#M2_Opus_Statement'];;;;[{'@value': 'Op. 12,  no° 2'}];;;;;;;;[{'@value': '12'}];;;;;;;;;;;;;;;;;;;;;;;;;[{'@value': '° 2'}]
http://data.doremus.org/expression/9b2a0aa7-6cfd-34cc-aee6-eba340369f49;['http://erlangen-crm.org/efrbroo/F25_Performance_Plan'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/61d77d31-0d62-3427-b3f2-246d84481153'}];;;;;;;;
http://data.doremus.org/expression/a647362b-e8be-386f-9b8a-43de332b56c0;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/co'}];;;"[{'@value': ""Commandé et créé par le chef d'orchestre Walter Damrosh avec le compositeur au piano et le New York philharmonic orchestra le 3 décembre 1925""}]";;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/a647362b-e8be-386f-9b8a-43de332b56c0/casting/1'}];;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/key/f'}];;;;
http://data.doremus.org/artist/4ef7a44f-30af-330b-b4a2-4ae4766f3e39;['http://erlangen-crm.org/current/E21_Person'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/c2978955-afba-3cfe-b397-0982cc229fad;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/expression/fb5e11a3-29e6-37fc-b326-f2a9f7cbd635'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/d95bc0eb-d4ff-3354-aef8-f6af42dd01d5;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/expression/8c75ca1f-894a-399e-b7a6-be70f5cd8937'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/performance/f89f8c16-437e-3289-bfb4-ee42193bc1e0'}];;
http://data.doremus.org/event/703ddbb8-a11c-3e53-a49f-1c9a9b0bbb79;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/work/c9c90c4d-292d-31e8-b003-129c62252539'}];;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb84'}];[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb85'}];[{'@id': 'http://data.doremus.org/expression/cfaf2b92-1314-399d-b0db-298d38e95964'}];;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb84;['http://erlangen-crm.org/current/E52_Time-Span'];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@type': 'http://purl.org/dc/terms/W3CDTF', '@value': '17340101/17351231'}];;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb85;['http://erlangen-crm.org/current/E7_Activity'];;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'compositeur'}];[{'@id': 'http://data.doremus.org/artist/89968c38-e58b-3eac-a085-8f075b5646da'}];;;;;;;;;
http://data.doremus.org/work/bc81e874-6582-3d43-b096-2f31f652aaec;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/expression/5198886f-a8e3-3a9c-b4ef-0fbce43e192d'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/356e94ab-98e9-3424-b61c-1a20c1628aea;['http://erlangen-crm.org/efrbroo/F19_Publication_Work'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/publication/933ab387-42aa-3d43-87ee-e368fb861d5a'}];
http://data.doremus.org/expression/2218309c-2a8d-3890-8263-54b91e229d3b;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/li'}];[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb199'}];"[{'@value': 'Nacht und Träume'}, {'@value': ""Heil'ge Nacht, du sinkest nieder !""}]";[{'@value': 'Sur un poème de Matthäus von Collin'}, {'@value': 'Existe en deux versions'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb199;['http://data.doremus.org/ontology#M1_Catalogue_Statement'];;;;[{'@value': 'D 827'}];[{'@value': 'D'}];[{'@value': '827'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/a32db03b-3436-3035-8c94-176ca372a15c;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/sn'}];[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb323'}];;"[{'@value': 'Extrait des ""Ten sonata\'s in four parts""'}, {'@value': 'Éd. : 1697'}]";;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/a32db03b-3436-3035-8c94-176ca372a15c/casting/1'}];;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/key/dm'}];;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb323;['http://data.doremus.org/ontology#M1_Catalogue_Statement'];;;;[{'@value': 'Z 805'}];[{'@value': 'Z'}];[{'@value': '805'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/be481b68-a778-3912-915e-f5f11b457d71;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/work/900d4e6d-d602-3e56-9380-2de4beb148a1'}];;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb513'}];[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb514'}];[{'@id': 'http://data.doremus.org/expression/aae5bfa7-40a2-316d-896a-3c2a34744377'}];;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb513;['http://erlangen-crm.org/current/E52_Time-Span'];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@type': 'http://purl.org/dc/terms/W3CDTF', '@value': '17880101/17881231'}];;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb514;['http://erlangen-crm.org/current/E7_Activity'];;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'compositeur'}];[{'@id': 'http://data.doremus.org/artist/b27619a8-4e03-3de2-a389-a748ecedf28a'}];;;;;;;;;
http://data.doremus.org/work/5e92728a-a6df-3d8c-8864-19288e0a0eea;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/1d7d7e7b-8305-300e-a09d-a12d370d01b1'}];[{'@id': 'http://data.doremus.org/expression/b903d413-9d2b-3883-b6df-35947a6b780f'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/94fe755b-ac42-3804-91fa-0098d4e26e11;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;;;;;;;;;;;;;;;;;[{'@id': 'http://isni.org/isni/0000000121751303'}];[{'@id': 'http://data.doremus.org/work/18584ed3-0e4a-3701-80ce-a88d29ed8cc7'}];[{'@id': 'http://data.doremus.org/expression/e1eb0032-d886-3592-a5ee-d7bde8eb4a02'}];;;;;;;;;;;;;;;
http://data.doremus.org/expression/a0ece84c-654e-370f-ac3b-3fe9881ad3c4;['http://erlangen-crm.org/efrbroo/F25_Performance_Plan'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/87c66602-8bd6-3de6-a278-0b35e7b63ee0'}];;;;;;;;
http://data.doremus.org/event/baef5837-9b8b-37d7-87d4-24f65fbd7ab6;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/work/8df9a710-7afc-341e-89ea-d843601e9e4b'}];;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb324'}];[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb325'}];[{'@id': 'http://data.doremus.org/expression/ed8457c2-f5bd-3092-a606-b82749ee046d'}];;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb324;['http://erlangen-crm.org/current/E52_Time-Span'];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@type': 'http://purl.org/dc/terms/W3CDTF', '@value': '17220101/17221231'}];;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb325;['http://erlangen-crm.org/current/E7_Activity'];;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'compositeur'}];[{'@id': 'http://data.doremus.org/artist/d3adea71-390c-3fc5-aa39-15f94d7d7d29'}];;;;;;;;;
http://data.doremus.org/work/6ae05782-a3f9-3634-8a98-a31888389018;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/3feffab2-81ca-3c38-84e9-03eb3d454c2f'}];[{'@id': 'http://data.doremus.org/expression/9e22589b-7d14-3c06-9e9f-844e6d229c0a'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/1eaa71de-9984-3df6-a271-93eb31a7baeb;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/568ac19c-a885-3232-bbd4-aba72901496d'}];[{'@id': 'http://data.doremus.org/expression/7b779c26-5e2a-3af7-b0f2-2c1e0661d4b8'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/publication/933ab387-42aa-3d43-87ee-e368fb861d5a;['http://erlangen-crm.org/efrbroo/F24_Publication_Expression'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/b05d7b7f-346b-39f1-862f-266a38b80da5'}];;;;;;;;
http://data.doremus.org/work/4c2b3dfb-7de8-333f-a073-cc21fabea30c;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/expression/c9e59cb2-e638-32a8-9cdc-4cf24e27c0df'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/performance/fe7c7928-d7d8-3c2e-ad9c-728e2776f5e4'}];;
http://data.doremus.org/expression/613c11f5-b546-36c8-befe-a7f69edc2243;['http://erlangen-crm.org/efrbroo/F25_Performance_Plan'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/859f3aeb-3dca-3c32-afa8-af70073fd5a7'}];;;;;;;;
http://data.doremus.org/artist/1cfb1cad-a27b-3870-8fa9-319c98a9999c;['http://erlangen-crm.org/current/E21_Person'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/236f0d9d-aa04-3738-a49c-1d0d72c96095;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/expression/b0dcb942-99f8-3c4f-9811-6f2a0529d172'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/c357ce3d-7495-36e1-854a-0a61d439b02f;['http://erlangen-crm.org/efrbroo/F25_Performance_Plan'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/b40ca052-64a9-3b2d-aeb4-f1a8510693f2'}];;;;;;;;
http://data.doremus.org/work/7217b1ae-35b9-30d2-8a78-c846386f048e;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/3894f13c-13e4-3218-8bd0-77c54b0716cb'}];[{'@id': 'http://data.doremus.org/expression/22e27b33-baf2-3237-a653-26399f32afa4'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/8ec04443-f8bc-39ae-81ab-8933c95db782/casting/1;['http://data.doremus.org/ontology#M6_Casting'];;;;[{'@id': 'http://data.doremus.org/vocabulary/itema3/mop/54'}];;;;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb691'}];;;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb691;['http://data.doremus.org/ontology#M23_Casting_Detail'];;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/iaml/mop/kpf'}];;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/5198886f-a8e3-3a9c-b4ef-0fbce43e192d;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/li'}];;[{'@value': 'Unvergänglichkeit'}];"[{'@value': 'Cycle de mélodies'}, {'@value': 'Sur des poèmes de Eleonore van der Straaten'}, {'@value': 'Comprend : Unvergänglichkeit ; Das eilende Bächlein ; Das schlafende Kind ; Stärker als der Tod ; Unvergänglichkeit'}]";;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb320'}];;;;;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb320;['http://data.doremus.org/ontology#M2_Opus_Statement'];;;;[{'@value': 'Op. 27'}];;;;;;;;[{'@value': '27'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/performance/6f17f75c-1b61-3d2f-9db2-9a3b95222d31;['http://erlangen-crm.org/efrbroo/F31_Performance'];;;;[{'@value': '1re exécution : Leipzig, 26 décembre 1723'}];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/b1593adb-d3ca-3ea8-a887-0b7df222d9ca'}];;;;;;;
http://data.doremus.org/expression/06d6ab8f-d8e9-3126-82dc-c83407a93f5e/casting/1;['http://data.doremus.org/ontology#M6_Casting'];;;;[{'@value': 'Violons (2), viole de gambe, basse continue '}];;;;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb773'}, {'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb775'}, {'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb776'}];;;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb773;['http://data.doremus.org/ontology#M23_Casting_Detail'];;;;;;;;;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb774'}];;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb774;['http://data.doremus.org/ontology#M14_Medium_Of_Performance'];;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'violons (2)'}];;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb775;['http://data.doremus.org/ontology#M23_Casting_Detail'];;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/iaml/mop/svg'}];;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb776;['http://data.doremus.org/ontology#M23_Casting_Detail'];;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/iaml/mop/mco'}];;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/fad1c426-a944-3bd3-b207-3e47e6aedb52;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/mu'}];;[{'@value': '1. X. 1905'}];"[{'@value': 'Réunit : ""Predtucha"" ; ""Smrt""'}]";;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/fad1c426-a944-3bd3-b207-3e47e6aedb52/casting/1'}];;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/e04aa864-8151-3587-afb0-76d111ca5b68;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/expression/9368f5f9-479a-31c0-be35-a8e6b23988cd'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/performance/a8fefa4c-d647-3e8b-959a-b48f2cfeb8aa'}];;
http://data.doremus.org/expression/7b001fa0-245f-377c-8f1a-4076f1e33a17;['http://erlangen-crm.org/efrbroo/F25_Performance_Plan'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/a68ee0b5-7e33-3981-8443-0c204ce8cceb'}];;;;;;;;
http://data.doremus.org/artist/9feb3cf2-4600-32ae-928f-c1b4f8f13cca;['http://erlangen-crm.org/current/E21_Person'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/373ec4a2-9308-3a87-a188-74c6a48cf35f;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/99f197c7-e380-3aed-bbd4-46dd2a46801f'}];[{'@id': 'http://data.doremus.org/expression/91f44ea7-60ca-30f6-998e-ae589c229011'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/7e7193d3-d6ea-32d9-91b7-765c2847d1e7;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/63f669b1-0e4b-3428-ac38-93a3565de6af'}];[{'@id': 'http://data.doremus.org/expression/2e53366a-4359-32fb-9b55-6cbb36b67161'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/f8d30765-bc77-3207-b2a2-4224ad5851b9;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;;;;;;;;;;;;;;;;;[{'@id': 'http://isni.org/isni/0000000121751303'}];[{'@id': 'http://data.doremus.org/work/a1425b97-e271-34f0-add0-c99c9e469b59'}];[{'@id': 'http://data.doremus.org/expression/6797b50b-2d8c-3ace-a576-a8aec1edfc52'}];;;;;;;;;;;;;;;
http://data.doremus.org/publication/10795dbc-baa6-3b15-8a03-58109bca85fa;['http://erlangen-crm.org/efrbroo/F24_Publication_Expression'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/6ad8877c-da7c-3ac0-bbb8-c6a1b64a9357'}];;;;;;;;
http://data.doremus.org/performance/d3517214-ceba-38b7-9213-d4b531d1b9dc;['http://erlangen-crm.org/efrbroo/F31_Performance'];;;;[{'@value': '1re exécution : 1924-07-26'}];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/ea3eeeba-09b5-3f36-a157-77b1033b0e9d'}];;;;;;;
http://data.doremus.org/work/bc20ac5b-c4d3-39e5-b619-a5b1066b7f74;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/2048a6c5-14ac-3e5a-b890-76686218cfa0'}];[{'@id': 'http://data.doremus.org/expression/855eca16-a834-3968-9915-d90bb926dd1d'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/7b21072c-fbcb-3895-b12e-1f7b6d3880af;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/co'}];;;;;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb564'}];;;;;[{'@id': 'http://data.doremus.org/expression/7b21072c-fbcb-3895-b12e-1f7b6d3880af/dedication'}];;;[{'@id': 'http://data.doremus.org/expression/7b21072c-fbcb-3895-b12e-1f7b6d3880af/casting/1'}];;;;;;;;;;;;;[{'@value': '1'}];[{'@id': 'http://data.doremus.org/vocabulary/key/c'}];;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb564;['http://data.doremus.org/ontology#M2_Opus_Statement'];;;;[{'@value': 'Op. 15'}];;;;;;;;[{'@value': '15'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/artist/0be593df-203d-34c8-8d9c-69a6be3e12f2;['http://erlangen-crm.org/current/E21_Person'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/732c5bd6-e760-3c0a-b72a-891a131fd980;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/236f0d9d-aa04-3738-a49c-1d0d72c96095'}];[{'@id': 'http://data.doremus.org/expression/b0dcb942-99f8-3c4f-9811-6f2a0529d172'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/087d61c9-24a2-35ac-bb36-3ba35c5ac13c;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;;;;;;;;;;;;;;;;;[{'@id': 'http://isni.org/isni/0000000121751303'}];[{'@id': 'http://data.doremus.org/work/75331d7f-6978-34d7-a427-2aabb777e3ec'}];[{'@id': 'http://data.doremus.org/expression/feb0284b-6eac-3f59-a260-2388b13cd787'}];;;;;;;;;;;;;;;
http://data.doremus.org/expression/16515dda-a401-3064-a19c-464f549c8126/dedication;['http://data.doremus.org/ontology#M15_Dedication'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'Dédicace à Charles Lamoureux'}];;;;;;
http://data.doremus.org/expression/dedaa764-1c74-31d8-876e-c797aa7d434c;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/qua'}];[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb303'}];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/dedaa764-1c74-31d8-876e-c797aa7d434c/casting/1'}];;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/key/eb'}];;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb303;['http://data.doremus.org/ontology#M1_Catalogue_Statement'];;;;[{'@value': 'Hob II 6'}];[{'@value': 'Hob'}];[{'@value': 'II'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/67394370-bac2-343a-86e9-31d2dbaa6bae;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/23c6452e-8835-3f6e-a60a-42de331b1d86'}];;;;;;;;;;;;
http://data.doremus.org/expression/102de0a4-a4a1-34d5-9bd7-e10f0eea122c;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/bt'}];;[{'@value': 'Souvenirs'}];"[{'@value': ""Créé d'abord en version de concert à Chicago par l'Orchestre symphonique de Chicago dirigé par Fritz Reiner""}, {'@value': 'Créé ensuite comme ballet à New York'}, {'@value': '19551115 (création du ballet)'}, {'@value': ""Orchestration de la pièce pour piano à 4 mains de même titre en vue d'un ballet chorégraphié par Balanchine""}, {'@value': '1952 (orchestration)'}, {'@value': ""19531113 (création de l'oeuvre en concert)""}]";;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb101'}];;;;;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb101;['http://data.doremus.org/ontology#M2_Opus_Statement'];;;;[{'@value': 'Op. 28'}];;;;;;;;[{'@value': '28'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/d76cee41-f6e3-3bde-8f90-c27a0af3479a;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/50700106-296e-382f-86a0-c23808875eda'}];[{'@id': 'http://data.doremus.org/expression/6e4dd219-ff5b-3e24-871a-e0b22ead8bfd'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/415eb893-4a21-33db-9ef1-595d91a850cf;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/work/77307d19-ddc5-3e7d-af18-98b05d3a1aaf'}];;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb443'}];[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb444'}];[{'@id': 'http://data.doremus.org/expression/9eb6e296-53ab-30ac-89b4-708f5a77b861'}];;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb443;['http://erlangen-crm.org/current/E52_Time-Span'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@type': 'http://purl.org/dc/terms/W3CDTF', '@value': '1680/9999'}];;;
